cve_id,primary_urls,secondary_urls,dead_links,ignored_links,failed_links,has_combined,has_refined
CVE-2022-31593,2,0,0,0,0,True,False
CVE-2022-41317,4,0,0,0,0,True,False
CVE-2022-47327,1,0,0,0,0,True,False
CVE-2022-0373,3,0,0,0,0,True,False
CVE-2022-34009,2,0,0,0,0,True,False
CVE-2022-46676,1,0,0,0,0,True,False
CVE-2022-25337,1,0,0,0,0,True,False
CVE-2022-3582,2,0,0,0,0,True,False
CVE-2022-22226,2,0,0,0,0,True,False
CVE-2021-44545,2,0,0,0,0,True,False
CVE-2022-23702,1,0,0,0,0,True,False
CVE-2022-4172,5,0,0,0,0,True,False
CVE-2022-38999,2,0,0,0,0,True,True
CVE-2022-45552,3,0,0,0,0,True,True
CVE-2021-45454,2,0,0,0,0,True,True
CVE-2022-27967,2,0,0,0,0,True,True
CVE-2022-1987,2,0,0,0,0,True,True
CVE-2022-39199,2,0,0,0,0,True,True
CVE-2021-20497,2,0,0,0,0,True,True
CVE-2022-2068,9,0,0,0,0,True,True
CVE-2022-0013,1,0,0,0,0,True,True
CVE-2021-1082,1,0,0,0,0,True,True
CVE-2022-26536,1,0,0,0,1,False,False
CVE-2022-20929,1,0,0,0,0,True,True
CVE-2021-39193,4,0,0,0,0,True,False
CVE-2022-32486,1,0,0,0,0,True,True
CVE-2021-36173,1,0,0,0,0,True,False
CVE-2022-38078,2,0,0,0,0,True,False
CVE-2021-0126,1,0,0,0,0,True,False
CVE-2022-28739,14,0,0,0,0,True,False
CVE-2022-25623,1,0,0,0,0,True,False
CVE-2022-35242,2,0,0,0,0,True,True
CVE-2022-34354,2,0,0,0,0,True,False
CVE-2022-37718,2,0,0,0,0,True,False
CVE-2021-4251,2,0,0,0,0,True,False
CVE-2022-22394,2,0,0,0,0,True,False
CVE-2022-35880,1,0,0,0,0,True,False
CVE-2021-36742,4,0,0,0,0,True,False
CVE-2021-46482,1,0,0,0,0,True,False
CVE-2022-36158,4,0,0,0,0,True,False
CVE-2022-37057,2,0,0,0,0,True,False
CVE-2021-4209,6,0,0,0,0,True,False
CVE-2021-32066,8,0,0,0,0,True,False
CVE-2022-1143,3,0,0,0,0,True,False
CVE-2022-34798,1,0,0,0,0,True,False
CVE-2022-43536,1,0,0,0,1,False,False
CVE-2021-35105,1,0,0,0,0,True,False
CVE-2021-23158,3,0,0,0,0,True,False
CVE-2022-38341,2,0,0,0,1,False,False
CVE-2022-1924,3,0,0,0,0,True,False
CVE-2022-24925,1,0,0,0,0,True,False
CVE-2022-36865,1,0,0,0,0,True,False
CVE-2022-39895,1,0,0,0,0,True,False
CVE-2022-32487,1,0,0,0,0,True,False
CVE-2022-25434,1,0,0,0,1,False,False
CVE-2022-25990,1,0,0,0,0,True,False
CVE-2022-39307,2,0,0,0,0,True,False
CVE-2021-38014,4,0,0,0,0,True,False
CVE-2021-22212,4,0,0,0,0,True,False
CVE-2022-35482,1,0,0,0,0,True,False
CVE-2022-1648,2,0,0,0,0,True,False
CVE-2022-4581,2,0,0,0,0,True,False
CVE-2022-39811,1,0,0,0,0,True,False
CVE-2021-44016,2,0,0,0,0,True,False
CVE-2022-42510,1,0,0,0,0,True,False
CVE-2022-35861,1,0,0,0,0,True,False
CVE-2022-39081,1,0,0,0,0,True,False
CVE-2022-3918,1,0,0,0,0,True,False
CVE-2022-4202,5,0,0,0,0,True,False
CVE-2022-22241,1,0,0,0,0,True,False
CVE-2022-20745,1,0,0,0,0,True,False
CVE-2022-20562,1,0,0,0,0,True,False
CVE-2022-22221,1,0,0,0,0,True,False
CVE-2022-1107,1,0,0,0,0,True,False
CVE-2022-1927,10,0,0,0,0,True,False
CVE-2022-33719,1,0,0,0,0,True,False
CVE-2022-31139,3,0,0,0,0,True,False
CVE-2022-0605,2,0,0,0,0,True,False
CVE-2022-20818,1,0,0,0,0,True,False
CVE-2022-45421,4,0,0,0,0,True,False
CVE-2022-26207,1,0,0,0,1,False,False
CVE-2022-24759,3,0,0,0,0,True,False
CVE-2022-32631,1,0,0,0,0,True,False
CVE-2022-29488,1,0,0,0,0,True,False
CVE-2021-22437,1,0,0,0,0,True,False
CVE-2022-22282,1,0,0,0,0,False,False
CVE-2022-22458,2,0,0,0,0,True,False
CVE-2022-45935,1,0,0,0,0,True,False
CVE-2022-41183,2,0,0,0,0,True,False
CVE-2022-22074,1,0,0,0,0,True,False
CVE-2022-35522,1,0,0,0,0,True,False
CVE-2022-44789,5,0,0,0,0,True,False
CVE-2022-23547,4,0,0,0,0,True,False
CVE-2022-30223,1,0,0,0,0,True,False
CVE-2021-31562,1,0,0,0,0,True,False
CVE-2022-2857,3,0,0,0,0,True,False
CVE-2022-32224,2,0,0,0,0,True,False
CVE-2022-31898,1,0,0,0,0,True,False
CVE-2022-40216,2,0,0,0,0,True,False
CVE-2022-45399,2,0,0,0,0,True,False
CVE-2022-0543,6,0,0,0,0,True,False
CVE-2022-22726,1,0,0,0,0,True,False
CVE-2022-41188,2,0,0,0,0,True,False
CVE-2022-45435,1,0,0,0,0,True,False
CVE-2022-1662,1,0,0,0,0,True,False
CVE-2022-20506,1,0,0,0,0,True,False
CVE-2022-0500,9,0,0,0,0,True,False
CVE-2021-33061,2,0,0,0,0,True,False
CVE-2022-3885,3,0,0,0,0,True,False
CVE-2022-20060,1,0,0,0,0,True,False
CVE-2022-33746,8,0,0,0,0,True,False
CVE-2022-27808,1,0,0,0,0,True,False
CVE-2022-29830,3,0,0,0,0,True,False
CVE-2022-0019,1,0,0,0,0,True,False
CVE-2021-41773,29,0,0,0,0,True,False
CVE-2022-42925,1,0,0,0,0,True,False
CVE-2022-33266,1,0,0,0,0,True,False
CVE-2022-36917,2,0,0,0,0,True,False
CVE-2022-4125,1,0,0,0,0,True,False
CVE-2022-35646,2,0,0,0,0,True,False
CVE-2021-20084,1,0,0,0,0,True,False
CVE-2021-21906,1,0,0,0,0,True,False
CVE-2021-39735,1,0,0,0,0,True,False
CVE-2022-23724,2,0,0,0,0,True,False
CVE-2022-41926,3,0,0,0,0,True,False
CVE-2022-20720,2,0,0,0,0,True,False
CVE-2022-32039,1,0,0,0,0,True,False
CVE-2022-42965,1,0,0,0,0,True,False
CVE-2021-3611,4,0,0,0,0,True,False
CVE-2021-4078,4,0,0,0,0,True,False
CVE-2021-21428,2,0,0,0,0,True,False
CVE-2022-32827,3,0,0,0,0,True,False
CVE-2022-21852,2,0,0,0,0,True,False
CVE-2022-34814,1,0,0,0,0,True,False
CVE-2022-42324,8,0,0,0,0,True,True
CVE-2022-34307,3,0,0,0,0,True,True
CVE-2022-34534,1,0,0,0,0,True,True
CVE-2022-35106,1,0,0,0,0,True,True
CVE-2022-20201,1,0,0,0,0,True,True
CVE-2021-33360,2,0,0,0,0,True,True
CVE-2022-22545,2,0,0,0,0,True,True
CVE-2022-22141,1,0,0,0,0,True,True
CVE-2022-0300,2,0,0,0,0,True,False
CVE-2021-37571,2,0,0,0,0,True,True
CVE-2022-29235,5,0,0,0,0,True,True
CVE-2022-35779,1,0,0,0,0,True,False
CVE-2022-26532,3,0,0,0,0,True,False
CVE-2022-40988,1,0,0,0,0,True,False
CVE-2022-31765,1,0,0,0,0,True,False
CVE-2022-20866,1,0,0,0,0,True,True
CVE-2022-30877,3,0,0,0,0,True,True
CVE-2022-26858,1,0,0,0,0,True,True
CVE-2022-41007,1,0,0,0,0,True,True
CVE-2022-24949,2,0,0,0,0,True,True
CVE-2022-23857,2,0,0,0,0,True,True
CVE-2022-31531,1,0,0,0,0,True,True
CVE-2021-42890,1,0,0,0,0,True,True
CVE-2021-39667,1,0,0,0,0,True,True
CVE-2022-29494,1,0,0,0,0,True,True
CVE-2022-31207,2,0,0,0,0,True,True
CVE-2022-37975,2,0,0,0,0,True,False
CVE-2022-3201,7,0,0,0,0,True,True
CVE-2022-22273,1,0,0,0,0,False,False
CVE-2022-25339,1,0,0,0,0,True,True
CVE-2022-24193,4,0,0,0,0,True,True
CVE-2022-0404,1,0,0,0,0,True,True
CVE-2021-36204,2,0,0,0,0,True,True
CVE-2022-20153,1,0,0,0,0,True,True
CVE-2022-1865,3,0,0,0,0,True,True
CVE-2022-2229,3,0,0,0,0,True,True
CVE-2022-21920,2,0,0,0,0,True,False
CVE-2022-25989,1,0,0,0,0,True,True
CVE-2022-21678,3,0,0,0,0,True,True
CVE-2021-46475,1,0,0,0,0,True,False
CVE-2022-3119,1,0,0,0,0,True,True
CVE-2022-35720,2,0,0,0,0,True,True
CVE-2022-39808,2,0,0,0,0,True,False
CVE-2022-40141,1,0,0,0,0,True,False
CVE-2022-37770,1,0,0,0,0,True,True
CVE-2021-37014,1,0,0,0,0,True,False
CVE-2021-20089,1,0,0,0,0,True,False
CVE-2021-38163,2,0,0,0,0,True,False
CVE-2022-46773,2,0,0,0,0,True,False
CVE-2021-38647,2,0,0,0,0,True,False
CVE-2022-22319,3,0,0,0,0,True,False
CVE-2022-23727,1,0,0,0,0,True,False
CVE-2022-1441,3,0,0,0,0,True,False
CVE-2022-0421,1,0,0,0,0,True,False
CVE-2022-30714,1,0,0,0,0,True,False
CVE-2022-35536,1,0,0,0,0,True,False
CVE-2022-3952,4,0,0,0,0,True,False
CVE-2022-33909,2,0,0,0,0,True,False
CVE-2022-4779,1,0,0,0,1,False,False
CVE-2022-47208,1,0,0,0,0,True,False
CVE-2022-39855,1,0,0,0,0,True,False
CVE-2022-1714,2,0,0,0,0,True,False
CVE-2022-47196,1,0,0,0,0,True,False
CVE-2021-41987,2,0,0,0,0,True,False
CVE-2022-43400,1,0,0,0,0,True,False
CVE-2022-1708,3,0,0,0,0,True,False
CVE-2022-20841,1,0,0,0,0,True,False
CVE-2021-22800,1,0,0,0,0,True,False
CVE-2022-22321,2,0,0,0,0,True,False
CVE-2022-20104,1,0,0,0,0,True,False
CVE-2021-40895,1,0,0,0,0,True,False
CVE-2022-31582,1,0,0,0,0,True,False
CVE-2022-4438,4,0,0,0,0,True,False
CVE-2021-33912,4,0,0,0,0,True,False
CVE-2022-31673,1,0,0,0,0,True,False
CVE-2022-42041,3,0,0,0,0,True,False
CVE-2022-1859,3,0,0,0,0,True,False
CVE-2022-3652,2,0,0,0,0,True,False
CVE-2021-23188,1,0,0,0,0,True,False
CVE-2022-21928,2,0,0,0,0,True,False
CVE-2022-21771,1,0,0,0,0,True,False
CVE-2021-42759,1,0,0,0,0,True,False
CVE-2022-40237,2,0,0,0,0,True,False
CVE-2022-0762,2,0,0,0,0,True,False
CVE-2022-23633,6,0,0,0,0,True,False
CVE-2022-38974,1,0,0,0,0,True,False
CVE-2022-29490,1,0,0,0,1,False,False
CVE-2022-24455,1,0,0,0,0,True,False
CVE-2022-25816,1,0,0,0,0,True,False
CVE-2021-33545,2,0,0,0,0,True,False
CVE-2022-23267,5,0,0,0,0,True,False
CVE-2021-21017,1,0,0,0,0,True,False
CVE-2022-40994,1,0,0,0,0,True,False
CVE-2022-4167,2,0,0,0,0,True,False
CVE-2022-3124,1,0,0,0,0,True,False
CVE-2022-3636,3,0,0,0,0,True,False
CVE-2022-3444,4,0,0,0,0,True,False
CVE-2022-46155,3,0,0,0,0,True,False
CVE-2022-27269,2,0,0,0,0,True,False
CVE-2022-30735,1,0,0,0,0,True,False
CVE-2022-27849,2,0,0,0,0,True,False
CVE-2022-23726,2,0,0,0,0,True,False
CVE-2022-41251,2,0,0,0,0,True,False
CVE-2022-32559,3,0,0,0,0,True,False
CVE-2022-29060,1,0,0,0,0,True,False
CVE-2022-32844,3,0,0,0,0,True,False
CVE-2022-39343,2,0,0,0,0,True,False
CVE-2022-21999,1,0,0,0,0,True,False
CVE-2022-4203,3,0,0,0,0,True,False
CVE-2021-21978,2,0,0,0,0,True,False
CVE-2022-41003,1,0,0,0,0,True,False
CVE-2022-26990,1,0,0,0,1,False,False
CVE-2022-40469,3,0,0,0,0,True,False
CVE-2021-20612,3,0,0,0,0,True,False
CVE-2022-36534,4,0,0,0,0,True,False
CVE-2022-39397,2,0,0,0,0,True,False
CVE-2022-38679,1,0,0,0,0,True,False
CVE-2022-22043,1,0,0,0,0,True,False
CVE-2022-3888,3,0,0,0,0,True,False
CVE-2022-1557,2,0,0,0,0,True,False
CVE-2022-34414,1,0,0,0,0,True,False
CVE-2022-20805,1,0,0,0,0,True,False
CVE-2022-1650,3,0,0,0,0,True,False
CVE-2022-2377,1,0,0,0,0,True,False
CVE-2022-1511,2,0,0,0,0,True,False
CVE-2022-21993,1,0,0,0,0,True,False
CVE-2022-3565,4,0,0,0,0,True,False
CVE-2022-34449,1,0,0,0,0,True,False
CVE-2022-45869,1,0,0,0,0,True,False
CVE-2022-20913,1,0,0,0,0,True,False
CVE-2022-31537,1,0,0,0,0,True,False
CVE-2022-26336,2,0,0,0,0,True,False
CVE-2022-21216,2,0,0,0,0,True,False
CVE-2022-35086,2,0,0,0,0,True,False
CVE-2021-0895,1,0,0,0,0,True,False
CVE-2022-34574,2,0,0,0,0,True,False
CVE-2021-33499,1,0,0,0,0,True,True
CVE-2022-36481,1,0,0,0,0,True,False
CVE-2022-31741,4,0,0,0,0,True,False
CVE-2022-40871,1,0,0,0,1,False,False
CVE-2022-24446,2,0,0,0,0,True,True
CVE-2022-41898,3,0,0,0,0,True,True
CVE-2022-22947,5,0,0,0,0,True,True
CVE-2022-23775,2,0,0,0,0,True,True
CVE-2022-20350,1,0,0,0,0,True,True
CVE-2022-26655,1,0,0,0,0,True,True
CVE-2021-42727,1,0,0,0,0,True,True
CVE-2022-27926,3,0,0,0,0,True,True
CVE-2022-46150,2,0,0,0,0,True,True
CVE-2022-26093,1,0,0,0,0,True,True
CVE-2022-24377,2,0,0,0,0,True,True
CVE-2021-45909,2,0,0,0,0,True,True
CVE-2022-22247,1,0,0,0,0,True,False
CVE-2022-22663,4,0,0,0,0,True,True
CVE-2022-28777,1,0,0,0,0,True,True
CVE-2022-40993,1,0,0,0,0,True,True
CVE-2021-3567,1,0,0,0,0,True,True
CVE-2022-24867,2,0,0,0,0,True,False
CVE-2022-35167,3,0,0,0,0,True,True
CVE-2022-29471,2,0,0,0,0,True,True
CVE-2022-1578,1,0,0,0,0,True,True
CVE-2022-32051,1,0,0,0,0,True,True
CVE-2022-28911,1,0,0,0,1,False,False
CVE-2022-24927,1,0,0,0,0,True,False
CVE-2022-3273,2,0,0,0,0,True,False
CVE-2022-41877,6,0,0,0,0,True,False
CVE-2022-42975,1,0,0,0,0,True,False
CVE-2021-0172,1,0,0,0,0,True,False
CVE-2022-41861,2,0,0,0,0,True,False
CVE-2021-22991,1,0,0,0,0,True,False
CVE-2022-40991,1,0,0,0,0,True,False
CVE-2021-28809,2,0,0,0,0,True,False
CVE-2022-4041,1,0,0,0,0,True,False
CVE-2022-26909,1,0,0,0,0,True,False
CVE-2022-4180,4,0,0,0,0,True,False
CVE-2022-31480,1,0,0,0,0,True,False
CVE-2021-39665,1,0,0,0,0,True,False
CVE-2022-46892,1,0,0,0,0,True,False
CVE-2022-2037,2,0,0,0,0,True,False
CVE-2022-30238,1,0,0,0,0,True,False
CVE-2022-29271,4,0,0,0,0,True,False
CVE-2022-36907,2,0,0,0,0,True,False
CVE-2022-39083,1,0,0,0,0,True,False
CVE-2022-21160,1,0,0,0,0,True,False
CVE-2022-35557,1,0,0,0,0,True,False
CVE-2022-4087,2,0,0,0,0,True,False
CVE-2021-25392,2,0,0,0,0,True,False
CVE-2022-22610,5,0,0,0,0,True,False
CVE-2021-39028,2,0,0,0,0,True,False
CVE-2022-0978,3,0,0,0,0,True,False
CVE-2021-30563,2,0,0,0,0,True,False
CVE-2021-35090,1,0,0,0,0,True,False
CVE-2022-47361,1,0,0,0,0,True,False
CVE-2022-23403,1,0,0,0,0,True,False
CVE-2021-44018,2,0,0,0,0,True,False
CVE-2022-4612,3,0,0,0,0,True,False
CVE-2022-20592,1,0,0,0,0,True,False
CVE-2022-36116,3,0,0,0,0,True,False
CVE-2022-21151,3,0,0,0,0,True,False
CVE-2022-25899,1,0,0,0,0,True,False
CVE-2022-0105,5,0,0,0,0,True,False
CVE-2022-3538,1,0,0,0,0,True,False
CVE-2022-26719,5,0,0,0,0,True,False
CVE-2022-34592,2,0,0,0,2,False,False
CVE-2022-42471,1,0,0,0,0,True,False
CVE-2022-38399,3,0,0,0,0,True,False
CVE-2022-2752,1,0,0,0,0,True,False
CVE-2022-20332,1,0,0,0,0,True,False
CVE-2021-33159,1,0,0,0,0,True,False
CVE-2022-4148,1,0,0,0,0,True,False
CVE-2022-3348,2,0,0,0,0,True,False
CVE-2021-28550,1,0,0,0,0,True,False
CVE-2022-1593,1,0,0,0,0,True,False
CVE-2022-41891,3,0,0,0,0,True,False
CVE-2022-0980,3,0,0,0,0,True,False
CVE-2022-43549,1,0,0,0,0,True,False
CVE-2021-43861,3,0,0,0,0,True,False
CVE-2022-20504,1,0,0,0,0,True,False
CVE-2022-31777,2,0,0,0,0,True,False
CVE-2022-25187,1,0,0,0,0,True,False
CVE-2021-40057,1,0,0,0,0,True,False
CVE-2022-33702,1,0,0,0,0,True,True
CVE-2022-36611,1,0,0,0,0,True,True
CVE-2022-20962,1,0,0,0,0,True,True
CVE-2022-22820,1,0,0,0,1,False,False
CVE-2022-20721,2,0,0,0,0,True,True
CVE-2022-43562,1,0,0,0,0,True,True
CVE-2022-21681,3,0,0,0,0,True,True
CVE-2022-31588,1,0,0,0,0,True,True
CVE-2022-48126,1,0,0,0,0,True,True
CVE-2022-1715,2,0,0,0,0,True,True
CVE-2022-0287,1,0,0,0,0,True,True
CVE-2022-40628,2,0,0,0,0,True,True
CVE-2021-0419,1,0,0,0,0,True,True
CVE-2022-21196,1,0,0,0,0,True,True
CVE-2022-42264,2,0,0,0,0,True,True
CVE-2022-32640,1,0,0,0,0,True,True
CVE-2022-30691,1,0,0,0,0,True,True
CVE-2022-20507,1,0,0,0,0,True,True
CVE-2022-39092,1,0,0,0,0,True,True
CVE-2022-39287,2,0,0,0,0,True,True
CVE-2022-33246,1,0,0,0,0,True,False
CVE-2022-1252,2,0,0,0,0,True,False
CVE-2022-24675,11,0,0,0,0,True,True
CVE-2021-44703,1,0,0,0,0,True,True
CVE-2022-34416,1,0,0,0,0,True,False
CVE-2022-2855,3,0,0,0,0,True,False
CVE-2022-29167,2,0,0,0,0,True,False
CVE-2022-1316,2,0,0,0,0,True,False
CVE-2022-35110,1,0,0,0,0,True,False
CVE-2022-29195,7,0,0,0,0,True,True
CVE-2021-38007,4,0,0,0,0,True,False
CVE-2022-29160,3,0,0,0,0,True,False
CVE-2022-4123,1,0,0,0,0,True,False
CVE-2022-36479,1,0,0,0,0,True,False
CVE-2022-46152,4,0,0,0,0,True,False
CVE-2022-2242,1,0,0,0,0,True,False
CVE-2022-35171,2,0,0,0,0,True,False
CVE-2022-39807,2,0,0,0,0,True,False
CVE-2022-20202,1,0,0,0,0,True,False
CVE-2022-0732,4,0,0,0,0,True,False
CVE-2021-44150,1,0,0,0,0,True,False
CVE-2022-0301,2,0,0,0,0,True,False
CVE-2021-33114,1,0,0,0,0,True,False
CVE-2021-43327,1,0,0,0,0,True,False
CVE-2022-1049,3,0,0,0,0,True,False
CVE-2022-40145,1,0,0,0,0,True,False
CVE-2022-4175,4,0,0,0,0,True,False
CVE-2022-26854,1,0,0,0,0,True,False
CVE-2021-20022,1,0,0,0,0,False,False
CVE-2022-1855,3,0,0,0,0,True,False
CVE-2022-26128,2,0,0,0,0,True,False
CVE-2022-3290,2,0,0,0,0,True,False
CVE-2022-22279,1,0,0,0,0,False,False
CVE-2022-29619,2,0,0,0,0,True,False
CVE-2021-45935,3,0,0,0,0,True,False
CVE-2021-43033,3,0,0,0,0,True,False
CVE-2022-29112,2,0,0,0,0,True,False
CVE-2022-23128,3,0,0,0,0,True,False
CVE-2022-1778,2,0,0,0,0,True,False
CVE-2022-28758,1,0,0,0,0,True,False
CVE-2022-34390,1,0,0,0,0,True,False
CVE-2022-20461,1,0,0,0,0,True,False
CVE-2022-23544,2,0,0,0,0,True,False
CVE-2022-21947,1,0,0,0,0,True,False
CVE-2021-36613,2,0,0,0,0,True,False
CVE-2021-25928,2,0,0,0,0,True,False
CVE-2021-1062,1,0,0,0,0,True,False
CVE-2022-39186,1,0,0,0,1,False,False
CVE-2021-44387,1,0,0,0,0,True,False
CVE-2021-0173,1,0,0,0,0,True,False
CVE-2022-29121,2,0,0,0,0,True,False
CVE-2022-43875,2,0,0,0,0,True,False
CVE-2022-34749,3,0,0,0,0,True,False
CVE-2022-41520,1,0,0,0,1,False,False
CVE-2022-2258,1,0,0,0,0,True,False
CVE-2022-28915,2,0,0,0,0,True,False
CVE-2022-25338,1,0,0,0,0,True,False
CVE-2022-20326,1,0,0,0,0,True,False
CVE-2022-4192,4,0,0,0,0,True,False
CVE-2022-3197,4,0,0,0,0,True,False
CVE-2022-35842,1,0,0,0,0,True,False
CVE-2022-3437,8,0,0,0,0,True,False
CVE-2022-0164,2,0,0,0,0,True,False
CVE-2021-45687,2,0,0,0,0,True,False
CVE-2022-3592,4,0,0,0,0,True,False
CVE-2022-1059,1,0,0,0,0,True,False
CVE-2022-3970,8,0,0,0,0,True,False
CVE-2022-1734,6,0,0,0,0,True,False
CVE-2022-26272,1,0,0,0,0,True,False
CVE-2022-27079,1,0,0,0,1,False,False
CVE-2022-1544,2,0,0,0,0,True,False
CVE-2022-34464,1,0,0,0,0,True,False
CVE-2022-40531,1,0,0,0,0,True,False
CVE-2021-41421,2,0,0,0,0,True,False
CVE-2022-41796,2,0,0,0,0,True,False
CVE-2021-34583,2,0,0,0,0,True,False
CVE-2022-2788,1,0,0,0,0,True,False
CVE-2022-32945,2,0,0,0,0,True,False
CVE-2022-28860,3,0,0,0,0,True,False
CVE-2021-26099,1,0,0,0,0,True,False
CVE-2022-41723,15,0,0,0,0,True,False
CVE-2022-29892,2,0,0,0,0,True,False
CVE-2021-21148,7,0,0,0,0,True,False
CVE-2022-3660,2,0,0,0,0,True,False
CVE-2022-31584,1,0,0,0,0,True,False
CVE-2022-1701,1,0,0,0,0,False,False
CVE-2022-33237,1,0,0,0,0,True,False
CVE-2022-28871,2,0,0,0,0,True,False
CVE-2022-22214,1,0,0,0,0,True,False
CVE-2022-42132,3,0,0,0,0,True,False
CVE-2022-20850,1,0,0,0,0,True,False
CVE-2022-32623,1,0,0,0,0,True,False
CVE-2022-4350,2,0,0,0,0,True,False
CVE-2022-4057,1,0,0,0,0,True,False
CVE-2022-45411,4,0,0,0,0,True,False
CVE-2021-24890,2,0,0,0,0,True,False
CVE-2022-42724,1,0,0,0,0,True,False
CVE-2021-43076,1,0,0,0,0,True,False
CVE-2022-27221,2,0,0,0,0,True,False
CVE-2022-32612,1,0,0,0,0,True,False
CVE-2022-22351,2,0,0,0,0,True,False
CVE-2022-42377,2,0,0,0,0,True,False
CVE-2022-41005,1,0,0,0,0,True,False
CVE-2022-35107,1,0,0,0,0,True,False
CVE-2022-45389,2,0,0,0,0,True,False
CVE-2022-31031,6,0,0,0,0,True,False
CVE-2022-26209,1,0,0,0,1,False,False
CVE-2022-33714,1,0,0,0,0,True,False
CVE-2022-31162,2,0,0,0,0,True,False
CVE-2022-34781,1,0,0,0,0,True,False
CVE-2022-20432,1,0,0,0,0,True,False
CVE-2021-39633,1,0,0,0,0,True,False
CVE-2021-41096,2,0,0,0,0,True,False
CVE-2022-23624,2,0,0,0,0,True,False
CVE-2021-1497,2,0,0,0,0,True,False
CVE-2022-21140,1,0,0,0,0,True,False
CVE-2022-22954,2,0,0,0,0,True,False
CVE-2022-38753,1,0,0,0,0,True,False
CVE-2022-42438,2,0,0,0,0,True,False
CVE-2022-27671,2,0,0,0,0,True,False
CVE-2021-21832,1,0,0,0,0,True,False
CVE-2021-26618,1,0,0,0,1,False,False
CVE-2022-23730,1,0,0,0,0,True,False
CVE-2021-0900,1,0,0,0,0,True,False
CVE-2021-38879,2,0,0,0,0,True,False
CVE-2022-3048,4,0,0,0,0,True,False
CVE-2021-1789,8,0,0,0,0,True,False
CVE-2022-27929,1,0,0,0,0,True,False
CVE-2022-20298,1,0,0,0,0,True,False
CVE-2021-43129,3,0,0,0,0,True,False
CVE-2022-32811,3,0,0,0,0,True,False
CVE-2022-47411,1,0,0,0,0,True,False
CVE-2021-22406,1,0,0,0,0,True,False
CVE-2022-24711,2,0,0,0,0,True,False
CVE-2022-37979,2,0,0,0,0,True,False
CVE-2022-1021,2,0,0,0,0,True,False
CVE-2021-22738,1,0,0,0,0,True,False
CVE-2021-40867,2,0,0,0,0,True,False
CVE-2021-45446,1,0,0,0,1,False,False
CVE-2022-38391,2,0,0,0,0,True,False
CVE-2022-20268,1,0,0,0,0,True,False
CVE-2021-46527,1,0,0,0,0,True,False
CVE-2022-39914,1,0,0,0,0,True,True
CVE-2021-30554,5,0,0,0,0,True,True
CVE-2022-4555,2,0,0,0,0,True,True
CVE-2022-27081,1,0,0,0,1,False,False
CVE-2021-26727,2,0,0,0,0,True,True
CVE-2022-24032,1,0,0,0,1,False,False
CVE-2022-47346,1,0,0,0,0,True,True
CVE-2022-39073,1,0,0,0,0,True,True
CVE-2022-0608,2,0,0,0,0,True,True
CVE-2022-22806,1,0,0,0,0,True,True
CVE-2022-36962,2,0,0,0,0,True,True
CVE-2021-45992,2,0,0,0,0,True,True
CVE-2022-37933,1,0,0,0,0,True,False
CVE-2022-44012,1,0,0,0,0,True,False
CVE-2021-46823,2,0,0,0,0,True,True
CVE-2022-21341,6,0,0,0,0,True,False
CVE-2022-37129,2,0,0,0,0,True,False
CVE-2022-3625,3,0,0,0,0,True,False
CVE-2022-34320,3,0,0,0,0,True,False
CVE-2022-25427,1,0,0,0,1,False,False
CVE-2022-36456,1,0,0,0,0,True,True
CVE-2021-39933,3,0,0,0,0,True,False
CVE-2022-24669,2,0,0,0,0,True,False
CVE-2021-26341,2,0,0,0,0,True,False
CVE-2021-46598,2,0,0,0,0,True,False
CVE-2022-38970,1,0,0,0,0,True,False
CVE-2022-32482,1,0,0,0,0,True,False
CVE-2022-2972,1,0,0,0,0,True,False
CVE-2022-32638,1,0,0,0,0,True,False
CVE-2022-4036,2,0,0,0,0,True,False
CVE-2022-23812,6,0,0,0,0,True,False
CVE-2022-22972,1,0,0,0,0,True,False
CVE-2021-29468,4,0,0,0,0,True,False
CVE-2022-31512,1,0,0,0,0,True,False
CVE-2022-0764,3,0,0,0,0,True,False
CVE-2022-1517,1,0,0,0,0,True,False
CVE-2022-22538,2,0,0,0,0,True,False
CVE-2022-31526,1,0,0,0,0,True,False
CVE-2022-30584,2,0,0,0,2,False,False
CVE-2022-42775,1,0,0,0,0,True,False
CVE-2022-1677,2,0,0,0,0,True,False
CVE-2022-32048,1,0,0,0,0,True,False
CVE-2022-25779,1,0,0,0,0,True,False
CVE-2022-4808,2,0,0,0,0,True,False
CVE-2022-20433,1,0,0,0,0,True,False
CVE-2022-20182,1,0,0,0,0,True,False
CVE-2022-25313,10,0,0,0,0,True,False
CVE-2022-26786,1,0,0,0,0,True,False
CVE-2022-26237,2,0,0,0,0,True,False
CVE-2022-38308,1,0,0,0,0,True,False
CVE-2022-22011,2,0,0,0,0,True,False
CVE-2022-20109,1,0,0,0,0,True,False
CVE-2022-21182,2,0,0,0,0,True,False
CVE-2021-44361,1,0,0,0,0,True,False
CVE-2022-22176,1,0,0,0,0,True,False
CVE-2022-32637,1,0,0,0,0,True,False
CVE-2021-38314,1,0,0,0,0,True,False
CVE-2021-42523,1,0,0,0,0,True,False
CVE-2022-3317,2,0,0,0,0,True,False
CVE-2022-40634,1,0,0,0,0,True,False
CVE-2022-23042,2,0,0,0,0,True,False
CVE-2022-44710,1,0,0,0,0,True,False
CVE-2022-46410,1,0,0,0,0,True,False
CVE-2021-1065,1,0,0,0,0,True,False
